customer_id,driver_age,region,tenure_years,prior_claims
C107135,41,Calgary,0.0,0
C107136,27,Halifax,2.3,0
C107137,67,Halifax,1.1,0
C107138,31,Montreal,3.2,3
C107139,24,Ottawa,4.7,1
C107140,47,Montreal,2.2,0
C107141,89,Ottawa,3.5,1
C107142,23,Calgary,12.5,0
C107143,29,Halifax,2.3,0
C107144,59,Halifax,8.6,1
C107145,42,Montreal,0.6,0
C107146,27,Halifax,0.3,0
C107147,39,Calgary,2.0,0
C107148,79,Toronto,2.2,1
C107149,71,Toronto,2.4,0
C107150,90,Calgary,2.2,1
C107151,55,Toronto,1.6,1
C107152,35,Toronto,6.0,1
C107153,59,Vancouver,4.0,1
C107154,32,Toronto,6.8,0
C107155,40,Montreal,0.3,1
C107156,32,Ottawa,9.3,0
C107157,55,Toronto,0.3,1
C107158,53,Vancouver,1.9,0
C107159,33,Toronto,4.8,0
C107160,65,Ottawa,1.2,2
C107161,74,Montreal,6.0,1
C107162,35,Ottawa,5.0,0
C107163,49,Calgary,7.9,0
C107164,76,Ottawa,1.4,0
C107165,47,Vancouver,3.7,1
C107166,37,Vancouver,8.4,0
C107167,41,Toronto,0.9,1
C107168,35,Vancouver,9.1,0
C107169,66,Vancouver,1.1,0
C107170,62,Vancouver,1.2,0
C107171,90,Toronto,4.6,0
C107172,32,Vancouver,8.5,1
C107173,34,Montreal,0.6,0
C107174,25,Vancouver,0.9,0
C107175,52,Calgary,4.3,0
C107176,28,Montreal,0.6,1
C107177,90,Vancouver,1.3,0
C107178,31,Montreal,5.0,0
C107179,23,Ottawa,0.2,0
C107180,28,Ottawa,2.3,0
C107181,47,Montreal,3.0,0
C107182,40,Toronto,0.1,1
C107183,31,Calgary,18.5,0
C107184,40,Ottawa,0.8,0
C107185,33,Toronto,0.8,0
C107186,51,Montreal,2.2,0
C107187,28,Montreal,12.2,0
C107188,44,Ottawa,2.5,0
C107189,45,Toronto,6.6,1
C107190,41,Ottawa,2.5,1
C107191,49,Calgary,4.6,0
C107192,39,Ottawa,3.1,0
C107193,55,Halifax,5.9,0
C107194,41,Montreal,9.4,0
C107195,67,Calgary,2.8,0
C107196,44,Calgary,12.9,0
C107197,65,Ottawa,8.4,0
C107198,34,Vancouver,8.9,0
C107199,29,Toronto,6.2,0
C107200,55,Halifax,0.5,0
C107201,41,Toronto,9.3,0
C107202,21,Halifax,10.0,1
C107203,32,Toronto,0.3,0
C107204,47,Vancouver,8.4,1
C107205,40,Halifax,5.8,0
C107206,31,Calgary,3.7,0
C107207,41,Vancouver,1.3,0
C107208,44,Montreal,2.7,0
C107209,24,Montreal,3.9,0
C107210,64,Toronto,1.6,0
C107211,71,Vancouver,0.1,0
C107212,32,Montreal,5.5,2
C107213,88,Toronto,8.1,1
C107214,40,Montreal,1.1,1
C107215,33,Halifax,2.9,0
C107216,33,Ottawa,17.9,0
C107217,85,Montreal,13.9,0
C107218,29,Halifax,3.9,0
C107219,44,Montreal,1.3,0
C107220,46,Montreal,4.2,1
C107221,55,Montreal,0.7,0
C107222,43,Ottawa,13.6,0
C107223,82,Montreal,1.8,0
C107224,89,Toronto,5.0,0
C107225,73,Halifax,4.2,0
C107226,48,Calgary,3.3,0
C107227,60,Ottawa,1.4,0
C107228,37,Calgary,1.0,0
C107229,65,Calgary,2.8,0
C107230,33,Toronto,10.5,2
C107231,30,Calgary,2.7,1
C107232,30,Toronto,3.4,1
C107233,52,Toronto,0.4,1
C107234,77,Halifax,2.0,0
C107235,80,Toronto,10.6,0
C107236,22,Toronto,0.1,1
C107237,61,Montreal,0.4,0
C107238,29,Ottawa,10.8,2
C107239,90,Halifax,5.6,0
C107240,27,Toronto,2.4,0
C107241,24,Montreal,18.8,0
C107242,62,Calgary,0.9,0
C107243,36,Calgary,2.2,0
C107244,35,Toronto,5.5,1
C107245,32,Montreal,2.1,0
C107246,33,Vancouver,4.7,0
C107247,63,Toronto,0.7,0
C107248,30,Calgary,25.4,1
C107249,39,Montreal,0.3,0
C107250,29,Ottawa,7.6,0
C107251,43,Calgary,1.5,0
C107252,35,Calgary,13.1,0
C107253,50,Ottawa,3.0,3
C107254,53,Toronto,7.9,0
C107255,78,Toronto,12.7,1
C107256,90,Vancouver,3.5,0
C107257,33,Ottawa,0.7,1
C107258,55,Ottawa,6.1,0
C107259,35,Montreal,8.0,2
C107260,52,Ottawa,6.2,1
C107261,51,Toronto,1.7,0
C107262,50,Toronto,1.4,0
C107263,57,Toronto,3.3,0
C107264,44,Halifax,2.1,0
C107265,36,Vancouver,0.8,0
C107266,43,Vancouver,0.5,0
C107267,90,Calgary,5.9,0
C107268,34,Toronto,2.4,1
C107269,37,Toronto,2.2,0
C107270,32,Toronto,2.7,1
C107271,23,Toronto,3.7,0
C107272,41,Montreal,0.9,2
C107273,54,Montreal,0.6,2
C107274,30,Ottawa,0.7,0
C107275,72,Ottawa,3.4,1
C107276,49,Halifax,0.8,0
C107277,63,Toronto,4.1,0
C107278,47,Vancouver,3.2,0
C107279,39,Toronto,0.6,0
C107280,36,Toronto,14.1,0
C107281,47,Vancouver,6.6,0
C107282,48,Montreal,21.5,1
C107283,35,Calgary,5.9,0
C107284,39,Ottawa,0.7,1
C107285,90,Toronto,1.5,0
C107286,44,Halifax,7.1,0
C107287,46,Toronto,4.1,0
C107288,79,Halifax,1.8,0
C107289,49,Vancouver,1.0,1
C107290,42,Toronto,4.5,0
C107291,63,Montreal,8.7,0
C107292,56,Toronto,5.4,0
C107293,46,Ottawa,1.4,1
C107294,48,Toronto,5.2,2
C107295,38,Ottawa,10.0,0
C107296,28,Montreal,0.7,1
C107297,53,Halifax,28.2,0
C107298,25,Montreal,7.6,1
C107299,29,Calgary,0.6,0
C107300,39,Ottawa,3.9,0
C107301,37,Toronto,18.1,0
C107302,55,Toronto,5.5,1
C107303,62,Vancouver,1.2,1
C107304,90,Calgary,1.0,1
C107305,24,Ottawa,0.9,0
C107306,50,Montreal,1.0,0
C107307,50,Ottawa,3.2,0
C107308,47,Halifax,10.6,0
C107309,53,Ottawa,7.0,0
C107310,58,Toronto,2.0,0
C107311,73,Toronto,5.6,0
C107312,48,Halifax,2.5,0
C107313,84,Calgary,1.7,0
C107314,48,Vancouver,1.2,0
C107315,36,Halifax,3.2,0
C107316,46,Toronto,2.4,1
C107317,31,Calgary,7.2,1
C107318,31,Calgary,2.7,1
C107319,40,Ottawa,10.3,0
C107320,38,Ottawa,5.6,0
C107321,72,Vancouver,0.9,1
C107322,40,Toronto,3.1,0
C107323,30,Halifax,0.9,0
C107324,43,Ottawa,1.6,0
C107325,48,Montreal,3.1,1
C107326,44,Halifax,0.4,0
C107327,29,Montreal,1.2,0
C107328,76,Montreal,7.0,1
C107329,24,Halifax,9.0,0
C107330,44,Calgary,17.7,0
C107331,29,Ottawa,10.4,1
C107332,64,Halifax,4.1,0
C107333,50,Vancouver,23.2,0
C107334,48,Montreal,19.6,1
C107335,39,Ottawa,9.0,0
C107336,73,Vancouver,7.1,0
C107337,39,Vancouver,5.0,1
C107338,87,Vancouver,0.8,0
C107339,31,Toronto,12.7,0
C107340,43,Toronto,22.5,0
C107341,57,Vancouver,3.8,1
C107342,52,Ottawa,2.3,0
C107343,42,Montreal,0.3,0
C107344,24,Toronto,0.9,0
C107345,45,Montreal,6.9,0
C107346,37,Ottawa,5.6,1
C107347,34,Toronto,6.3,0
C107348,58,Vancouver,4.9,0
C107349,23,Calgary,1.1,3
C107350,42,Montreal,5.9,1
C107351,20,Vancouver,5.9,0
C107352,52,Halifax,0.5,0
C107353,59,Toronto,3.9,0
C107354,45,Toronto,7.1,0
C107355,36,Toronto,3.8,0
C107356,72,Calgary,8.8,0
C107357,75,Halifax,1.5,0
C107358,49,Calgary,4.3,0
C107359,80,Halifax,15.6,0
C107360,31,Calgary,6.2,0
C107361,41,Montreal,9.1,0
C107362,21,Toronto,8.5,0
C107363,28,Calgary,8.4,0
C107364,28,Calgary,1.2,0
C107365,52,Vancouver,1.1,0
C107366,29,Vancouver,0.5,1
C107367,23,Montreal,2.9,0
C107368,33,Montreal,0.9,0
C107369,34,Vancouver,2.0,0
C107370,27,Calgary,5.8,0
C107371,44,Ottawa,3.6,2
C107372,47,Montreal,3.3,1
C107373,25,Ottawa,0.6,1
C107374,55,Montreal,8.1,0
C107375,30,Montreal,4.8,1
C107376,34,Ottawa,0.9,1
C107377,51,Halifax,7.9,2
C107378,34,Halifax,6.8,0
C107379,28,Toronto,1.5,1
C107380,43,Montreal,1.8,0
C107381,64,Calgary,7.3,0
C107382,61,Ottawa,2.4,0
C107383,33,Vancouver,1.2,0
C107384,30,Toronto,3.2,0
C107385,32,Vancouver,2.3,0
C107386,61,Toronto,2.4,0
C107387,31,Montreal,1.1,0
C107388,78,Calgary,6.3,0
C107389,50,Toronto,12.2,0
C107390,41,Calgary,2.4,0
C107391,33,Vancouver,4.5,0
C107392,43,Montreal,1.0,1
C107393,28,Montreal,2.5,1
C107394,25,Halifax,12.9,1
C107395,51,Vancouver,1.2,1
C107396,41,Halifax,2.6,3
C107397,56,Montreal,0.9,0
C107398,46,Vancouver,1.5,0
C107399,33,Halifax,7.5,3
C107400,61,Toronto,13.0,1
C107401,34,Montreal,5.4,0
C107402,69,Halifax,0.6,0
C107403,34,Montreal,1.4,0
C107404,26,Montreal,1.0,0
C107405,74,Halifax,5.3,0
C107406,33,Toronto,0.3,0
C107407,34,Vancouver,16.2,0
C107408,27,Ottawa,0.8,0
C107409,40,Ottawa,0.1,0
C107410,27,Montreal,0.7,0
C107411,72,Toronto,9.3,0
C107412,36,Ottawa,1.2,0
C107413,30,Ottawa,10.6,0
C107414,42,Toronto,5.9,1
C107415,90,Montreal,1.0,0
C107416,43,Vancouver,3.0,1
C107417,38,Toronto,8.1,1
C107418,42,Ottawa,1.9,0
C107419,57,Halifax,1.4,1
C107420,55,Montreal,1.9,2
C107421,46,Halifax,14.8,1
C107422,62,Ottawa,5.6,0
C107423,43,Calgary,6.4,0
C107424,39,Halifax,9.8,1
C107425,42,Montreal,6.5,0
C107426,34,Halifax,0.5,0
C107427,58,Toronto,7.3,0
C107428,33,Montreal,1.1,0
C107429,22,Vancouver,6.1,0
C107430,25,Toronto,0.3,0
C107431,48,Calgary,5.3,0
C107432,32,Montreal,1.7,0
C107433,56,Montreal,1.9,0
C107434,41,Vancouver,1.5,1
C107435,58,Toronto,1.2,0
C107436,23,Toronto,6.6,0
C107437,33,Toronto,1.1,0
C107438,30,Halifax,6.4,0
C107439,90,Ottawa,4.2,1
C107440,35,Vancouver,0.7,0
C107441,25,Calgary,0.6,0
C107442,47,Calgary,8.7,1
C107443,29,Montreal,6.2,0
C107444,60,Toronto,3.3,2
C107445,65,Vancouver,2.5,0
C107446,30,Montreal,3.5,0
C107447,32,Ottawa,3.6,1
C107448,46,Toronto,14.2,1
C107449,61,Vancouver,3.8,0
C107450,48,Montreal,1.1,0
C107451,35,Calgary,4.2,1
C107452,26,Halifax,16.4,0
C107453,81,Montreal,3.1,0
C107454,48,Toronto,14.7,0
C107455,90,Calgary,13.9,0
C107456,51,Toronto,1.6,0
C107457,84,Toronto,7.5,1
C107458,31,Calgary,7.8,1
C107459,32,Toronto,0.0,0
C107460,38,Toronto,22.2,0
C107461,30,Montreal,2.6,0
C107462,24,Montreal,5.8,0
C107463,33,Halifax,5.8,0
C107464,51,Montreal,0.0,0
C107465,27,Montreal,1.4,1
C107466,28,Calgary,5.3,2
C107467,33,Ottawa,1.1,0
C107468,29,Montreal,5.9,1
C107469,34,Vancouver,5.7,0
C107470,39,Vancouver,0.3,0
C107471,28,Montreal,7.8,0
C107472,34,Toronto,7.0,1
C107473,41,Calgary,1.1,0
C107474,31,Montreal,3.8,1
C107475,26,Montreal,2.2,1
C107476,31,Vancouver,0.9,0
C107477,36,Toronto,4.8,0
C107478,24,Toronto,4.5,0
C107479,51,Montreal,13.3,0
C107480,37,Ottawa,5.7,2
C107481,31,Ottawa,0.0,0
C107482,25,Montreal,2.5,1
C107483,48,Montreal,2.0,0
C107484,65,Halifax,6.1,0
C107485,33,Calgary,14.6,0
C107486,86,Calgary,8.9,0
C107487,40,Toronto,11.7,1
C107488,41,Toronto,3.1,0
C107489,57,Montreal,0.5,0
C107490,49,Ottawa,1.5,0
C107491,27,Halifax,0.7,0
C107492,33,Toronto,0.8,0
C107493,61,Calgary,1.0,0
C107494,50,Ottawa,6.5,0
C107495,86,Ottawa,12.4,1
C107496,47,Montreal,0.4,1
C107497,50,Toronto,2.2,0
C107498,31,Halifax,5.8,0
C107499,65,Montreal,0.8,0
C107500,21,Toronto,1.7,1
C107501,43,Toronto,6.0,0
C107502,51,Vancouver,2.2,0
C107503,45,Toronto,11.2,0
C107504,40,Vancouver,11.1,0
C107505,39,Halifax,3.8,0
C107506,41,Vancouver,0.7,0
C107507,28,Halifax,0.4,0
C107508,45,Halifax,2.4,1
C107509,31,Ottawa,0.7,0
C107510,33,Vancouver,1.5,1
C107511,27,Halifax,6.3,0
C107512,90,Vancouver,7.4,0
C107513,44,Toronto,10.8,0
C107514,26,Halifax,12.3,0
C107515,42,Vancouver,0.0,0
C107516,64,Halifax,2.2,1
C107517,45,Montreal,1.1,0
C107518,40,Montreal,0.4,2
C107519,31,Ottawa,16.0,2
C107520,45,Vancouver,0.1,2
C107521,54,Montreal,6.4,0
C107522,55,Ottawa,14.7,0
C107523,43,Vancouver,12.4,0
C107524,43,Toronto,0.4,0
C107525,69,Calgary,2.4,0
C107526,66,Toronto,0.3,0
C107527,38,Vancouver,8.2,0
C107528,83,Toronto,5.4,0
C107529,26,Toronto,2.1,0
C107530,44,Halifax,0.0,1
C107531,46,Toronto,5.6,0
C107532,30,Calgary,2.2,0
C107533,25,Vancouver,0.3,0
C107534,30,Toronto,8.5,0
C107535,59,Halifax,0.4,0
C107536,60,Toronto,0.9,0
C107537,53,Vancouver,5.9,0
C107538,31,Ottawa,9.0,1
C107539,60,Ottawa,0.6,1
C107540,32,Montreal,3.4,0
C107541,45,Ottawa,1.9,0
C107542,41,Halifax,0.2,0
C107543,35,Montreal,5.4,1
C107544,52,Calgary,0.1,0
C107545,56,Montreal,4.2,1
C107546,31,Montreal,1.2,0
C107547,42,Montreal,5.7,0
C107548,55,Toronto,6.6,2
C107549,20,Calgary,6.7,0
C107550,48,Toronto,3.0,1
C107551,56,Toronto,1.8,0
C107552,49,Montreal,0.3,0
C107553,50,Toronto,16.2,0
C107554,40,Vancouver,1.2,1
C107555,54,Vancouver,0.3,0
C107556,27,Toronto,13.7,0
C107557,30,Toronto,1.5,0
C107558,49,Toronto,9.7,1
C107559,54,Vancouver,0.1,0
C107560,64,Montreal,16.2,1
C107561,77,Calgary,0.9,1
C107562,32,Vancouver,0.5,0
C107563,28,Montreal,0.9,0
C107564,58,Toronto,16.8,0
C107565,35,Montreal,1.8,0
C107566,40,Montreal,6.7,0
C107567,56,Montreal,4.9,0
C107568,44,Halifax,0.4,0
C107569,53,Toronto,4.1,0
C107570,31,Montreal,4.3,0
C107571,46,Ottawa,1.8,0
C107572,46,Halifax,4.1,0
C107573,64,Montreal,2.0,1
C107574,70,Vancouver,4.5,0
C107575,35,Toronto,2.4,1
C107576,29,Ottawa,1.1,1
C107577,55,Vancouver,0.9,0
C107578,24,Montreal,5.3,0
C107579,56,Montreal,0.1,1
C107580,58,Montreal,12.7,0
C107581,34,Calgary,9.5,1
C107582,20,Toronto,0.8,0
C107583,61,Vancouver,1.0,0
C107584,73,Toronto,5.9,0
C107585,70,Ottawa,0.6,0
C107586,71,Toronto,0.9,0
C107587,26,Halifax,2.6,0
C107588,42,Montreal,7.4,1
C107589,46,Montreal,5.1,0
C107590,43,Montreal,0.8,0
C107591,53,Vancouver,4.2,3
C107592,28,Montreal,16.1,1
C107593,24,Montreal,4.7,0
C107594,22,Toronto,1.1,0
C107595,61,Montreal,0.6,0
C107596,26,Ottawa,26.8,0
C107597,43,Toronto,2.2,0
C107598,33,Ottawa,3.0,0
C107599,34,Ottawa,3.7,0
C107600,38,Calgary,19.6,1
C107601,34,Toronto,21.2,0
C107602,24,Vancouver,1.9,0
C107603,38,Ottawa,12.4,0
C107604,31,Montreal,0.5,0
C107605,30,Montreal,8.0,0
C107606,82,Montreal,3.5,2
C107607,25,Montreal,12.4,0
C107608,38,Toronto,8.1,0
C107609,44,Toronto,4.7,1
C107610,82,Calgary,0.5,1
C107611,28,Montreal,0.9,0
C107612,69,Toronto,1.9,1
C107613,38,Halifax,0.5,1
C107614,39,Montreal,3.9,1
C107615,52,Toronto,0.8,0
C107616,74,Toronto,5.8,0
C107617,34,Montreal,1.8,0
C107618,46,Vancouver,3.5,0
C107619,43,Toronto,8.2,0
C107620,42,Ottawa,3.1,0
C107621,56,Ottawa,8.0,1
C107622,32,Montreal,0.8,0
C107623,36,Ottawa,3.9,1
C107624,24,Vancouver,1.2,0
C107625,50,Ottawa,1.1,0
C107626,42,Montreal,4.2,0
C107627,73,Vancouver,6.1,1
C107628,27,Toronto,4.6,0
C107629,87,Toronto,5.5,0
C107630,54,Ottawa,12.0,0
C107631,20,Montreal,10.0,0
C107632,53,Montreal,2.4,0
C107633,33,Toronto,1.8,0
C107634,37,Ottawa,4.7,0
C107635,35,Montreal,2.4,1
C107636,67,Toronto,2.6,0
C107637,23,Vancouver,4.4,0
C107638,39,Toronto,15.6,1
C107639,40,Montreal,2.8,0
C107640,34,Calgary,7.4,1
C107641,29,Halifax,0.8,0
C107642,21,Calgary,8.6,1
C107643,39,Toronto,10.7,1
C107644,50,Montreal,8.8,1
C107645,42,Ottawa,3.9,0
C107646,29,Montreal,0.6,2
C107647,40,Calgary,0.8,0
C107648,73,Montreal,0.5,0
C107649,32,Halifax,18.0,1
C107650,44,Montreal,0.1,0
C107651,47,Halifax,10.6,1
C107652,26,Montreal,1.6,0
C107653,36,Calgary,9.3,0
C107654,36,Toronto,15.6,0
C107655,41,Vancouver,15.2,0
C107656,66,Montreal,0.9,0
C107657,27,Toronto,1.1,0
C107658,68,Montreal,3.3,1
C107659,52,Toronto,1.0,0
C107660,88,Halifax,2.0,0
C107661,22,Ottawa,14.9,0
C107662,20,Calgary,4.1,0
C107663,90,Montreal,2.0,1
C107664,25,Toronto,1.1,0
C107665,30,Montreal,20.5,0
C107666,30,Toronto,7.1,0
C107667,51,Vancouver,3.2,0
C107668,37,Ottawa,4.1,0
C107669,32,Toronto,0.7,1
C107670,81,Toronto,5.2,0
C107671,21,Toronto,5.8,0
C107672,60,Montreal,2.9,1
C107673,40,Toronto,0.7,0
C107674,31,Montreal,1.7,0
C107675,33,Toronto,8.7,0
C107676,36,Toronto,2.4,0
C107677,30,Calgary,12.5,1
C107678,56,Halifax,10.1,1
C107679,35,Toronto,18.5,0
C107680,53,Toronto,5.1,1
C107681,33,Montreal,0.6,0
C107682,44,Ottawa,2.0,0
C107683,44,Vancouver,13.0,1
C107684,41,Vancouver,11.1,0
C107685,69,Vancouver,2.0,3
C107686,72,Halifax,0.0,0
C107687,55,Toronto,10.7,0
C107688,62,Toronto,3.0,0
C107689,54,Montreal,8.1,0
C107690,34,Vancouver,10.8,0
C107691,39,Toronto,12.4,0
C107692,22,Halifax,1.3,0
C107693,29,Calgary,4.5,1
C107694,25,Halifax,6.5,0
C107695,31,Halifax,1.0,0
C107696,45,Vancouver,7.5,1
C107697,34,Ottawa,0.6,1
C107698,57,Calgary,1.1,0
C107699,29,Montreal,11.4,0
C107700,52,Calgary,12.3,0
C107701,28,Halifax,1.0,0
C107702,66,Ottawa,12.5,0
C107703,29,Calgary,2.1,0
C107704,49,Toronto,1.7,0
C107705,32,Ottawa,8.9,0
C107706,77,Montreal,7.4,0
C107707,75,Vancouver,3.6,1
C107708,48,Calgary,1.1,0
C107709,47,Vancouver,3.1,0
C107710,55,Toronto,4.5,0
C107711,51,Calgary,0.2,0
C107712,59,Toronto,3.9,0
C107713,29,Montreal,12.0,1
C107714,41,Toronto,11.3,0
C107715,32,Vancouver,9.3,0
C107716,75,Toronto,2.5,0
C107717,26,Montreal,0.1,1
C107718,81,Halifax,0.5,0
C107719,41,Montreal,12.0,0
C107720,59,Halifax,0.0,0
C107721,34,Vancouver,5.5,0
C107722,26,Toronto,0.6,0
C107723,73,Calgary,0.4,0
C107724,50,Montreal,1.9,0
C107725,27,Halifax,3.6,0
C107726,39,Montreal,2.1,0
C107727,38,Ottawa,0.3,0
C107728,49,Vancouver,5.2,0
C107729,29,Ottawa,1.7,0
C107730,27,Toronto,6.0,0
C107731,43,Vancouver,2.5,0
C107732,29,Toronto,1.0,0
C107733,74,Ottawa,23.8,0
C107734,57,Toronto,4.2,0
C107735,56,Montreal,6.1,0
C107736,22,Calgary,0.4,1
C107737,34,Montreal,3.2,1
C107738,37,Ottawa,4.7,1
C107739,28,Calgary,10.8,2
C107740,51,Toronto,1.6,1
C107741,49,Ottawa,1.3,1
C107742,55,Montreal,3.2,0
C107743,62,Vancouver,27.5,0
C107744,60,Toronto,5.0,2
C107745,90,Montreal,0.4,0
C107746,40,Ottawa,13.7,0
C107747,38,Halifax,8.3,0
C107748,51,Halifax,11.0,1
C107749,67,Calgary,0.1,0
C107750,24,Toronto,2.5,0
C107751,31,Montreal,6.2,1
C107752,33,Toronto,3.9,1
C107753,42,Calgary,8.4,0
C107754,34,Toronto,20.7,0
C107755,62,Halifax,13.8,1
C107756,44,Toronto,2.4,0
C107757,39,Toronto,5.5,0
C107758,49,Ottawa,2.2,0
C107759,22,Toronto,11.7,1
C107760,48,Toronto,2.7,0
C107761,30,Vancouver,0.6,0
C107762,57,Halifax,0.4,0
C107763,23,Montreal,7.0,0
C107764,50,Montreal,7.3,1
C107765,30,Toronto,0.9,1
C107766,67,Vancouver,0.9,0
C107767,24,Montreal,8.3,0
C107768,41,Vancouver,1.5,0
C107769,54,Montreal,2.5,1
C107770,47,Halifax,6.0,0
C107771,47,Calgary,1.8,1
C107772,26,Calgary,0.1,0
C107773,26,Vancouver,5.1,1
C107774,46,Montreal,1.0,0
C107775,43,Montreal,4.4,1
C107776,28,Vancouver,1.1,0
C107777,28,Toronto,7.4,1
C107778,39,Toronto,7.9,1
C107779,35,Montreal,4.7,0
C107780,87,Toronto,0.2,0
C107781,69,Toronto,7.7,1
C107782,57,Vancouver,6.1,0
C107783,73,Ottawa,2.1,0
C107784,32,Toronto,2.3,0
C107785,34,Ottawa,9.7,0
C107786,65,Toronto,13.4,1
C107787,41,Halifax,1.5,0
C107788,42,Vancouver,11.0,1
C107789,27,Montreal,7.5,0
C107790,63,Calgary,3.5,1
C107791,51,Montreal,5.6,0
C107792,37,Montreal,7.4,1
C107793,34,Montreal,0.8,0
C107794,68,Halifax,4.2,1
C107795,32,Ottawa,8.1,1
C107796,25,Vancouver,1.2,1
C107797,70,Ottawa,1.4,0
C107798,70,Toronto,2.5,0
C107799,32,Vancouver,0.5,0
C107800,90,Montreal,1.8,0
C107801,40,Montreal,6.1,1
C107802,32,Halifax,16.9,0
C107803,50,Ottawa,17.5,1
C107804,26,Halifax,1.1,0
C107805,29,Vancouver,15.5,0
C107806,46,Montreal,3.3,1
C107807,43,Calgary,2.2,0
C107808,59,Toronto,2.3,0
C107809,27,Ottawa,1.3,0
C107810,87,Toronto,10.3,0
C107811,35,Ottawa,1.8,0
C107812,42,Calgary,2.6,0
C107813,35,Toronto,0.5,0
C107814,26,Toronto,0.4,0
C107815,40,Montreal,9.0,0
C107816,54,Montreal,5.9,1
C107817,38,Ottawa,3.4,0
C107818,30,Toronto,1.8,0
C107819,60,Montreal,0.3,0
C107820,61,Montreal,13.9,0
C107821,37,Toronto,0.0,0
C107822,47,Toronto,2.4,0
C107823,60,Ottawa,6.5,1
C107824,53,Calgary,4.6,1
C107825,47,Halifax,1.0,1
C107826,52,Montreal,9.1,0
C107827,48,Toronto,2.7,0
C107828,41,Toronto,5.8,0
C107829,27,Vancouver,1.7,1
C107830,29,Toronto,7.0,0
C107831,49,Toronto,6.0,0
C107832,34,Vancouver,28.1,0
C107833,48,Toronto,5.7,0
C107834,27,Vancouver,1.3,0
C107835,31,Vancouver,0.2,0
C107836,38,Calgary,5.0,0
C107837,21,Montreal,7.6,0
C107838,30,Calgary,8.9,3
C107839,32,Montreal,2.5,0
C107840,44,Toronto,23.8,0
C107841,37,Montreal,4.5,0
C107842,45,Toronto,3.3,1
C107843,42,Montreal,12.6,2
C107844,37,Calgary,19.9,0
C107845,33,Ottawa,2.3,1
C107846,42,Toronto,9.8,1
C107847,67,Toronto,14.8,0
C107848,32,Toronto,2.1,0
C107849,85,Halifax,1.1,0
C107850,43,Montreal,2.4,0
C107851,58,Montreal,5.2,0
C107852,47,Toronto,15.2,0
C107853,50,Ottawa,0.6,0
C107854,30,Montreal,9.4,0
C107855,34,Toronto,1.4,1
C107856,24,Montreal,9.4,1
C107857,38,Calgary,8.4,0
C107858,52,Montreal,3.2,0
C107859,38,Halifax,8.9,1
C107860,59,Ottawa,3.8,0
C107861,35,Vancouver,3.7,0
C107862,32,Halifax,3.5,0
C107863,34,Ottawa,0.7,0
C107864,54,Montreal,2.9,0
C107865,77,Ottawa,1.0,1
C107866,90,Vancouver,5.3,1
C107867,52,Vancouver,4.0,0
C107868,58,Vancouver,3.3,0
C107869,25,Ottawa,9.1,0
C107870,27,Halifax,21.6,0
C107871,30,Montreal,1.4,0
C107872,69,Calgary,7.2,1
C107873,68,Vancouver,2.1,0
C107874,90,Halifax,18.3,0
C107875,30,Montreal,0.9,0
C107876,39,Toronto,0.3,0
C107877,24,Toronto,1.9,0
C107878,26,Toronto,0.9,0
C107879,37,Toronto,7.8,0
C107880,30,Montreal,8.6,0
C107881,31,Toronto,12.4,0
C107882,33,Ottawa,7.5,1
C107883,72,Montreal,2.6,0
C107884,63,Montreal,0.3,1
C107885,29,Calgary,10.4,0
C107886,62,Montreal,0.1,0
C107887,31,Calgary,8.2,1
C107888,25,Ottawa,7.2,0
C107889,33,Montreal,17.7,0
C107890,46,Montreal,1.7,0
C107891,30,Montreal,3.7,0
C107892,51,Montreal,5.3,0
C107893,33,Vancouver,0.8,0
C107894,47,Montreal,1.8,2
C107895,29,Montreal,0.1,0
C107896,41,Vancouver,11.2,0
C107897,30,Toronto,3.8,0
C107898,37,Toronto,5.1,2
C107899,86,Vancouver,4.9,0
C107900,35,Toronto,10.8,1
C107901,27,Calgary,1.7,0
C107902,42,Halifax,6.8,0
C107903,42,Calgary,5.0,0
C107904,42,Montreal,5.8,0
C107905,50,Montreal,2.7,1
C107906,34,Calgary,1.9,0
C107907,52,Calgary,4.5,0
C107908,40,Halifax,0.4,0
C107909,26,Vancouver,3.2,3
C107910,55,Toronto,2.3,1
C107911,43,Montreal,3.1,0
C107912,51,Halifax,8.1,0
C107913,27,Vancouver,13.8,1
C107914,57,Ottawa,3.0,0
C107915,90,Calgary,6.7,1
C107916,26,Halifax,3.2,1
C107917,60,Vancouver,3.2,0
C107918,43,Halifax,1.0,0
C107919,40,Halifax,2.8,1
C107920,57,Ottawa,2.8,1
C107921,54,Halifax,3.8,0
C107922,67,Vancouver,7.1,0
C107923,27,Calgary,0.7,0
C107924,68,Vancouver,10.7,0
C107925,47,Ottawa,10.0,0
C107926,24,Ottawa,1.7,0
C107927,35,Calgary,16.4,0
C107928,44,Montreal,12.3,0
C107929,35,Ottawa,1.5,0
C107930,39,Ottawa,25.8,0
C107931,33,Vancouver,0.9,1
C107932,90,Montreal,5.5,0
C107933,53,Ottawa,4.3,0
C107934,42,Ottawa,15.7,0
C107935,29,Montreal,1.3,0
C107936,67,Vancouver,5.7,0
C107937,50,Calgary,0.5,2
C107938,29,Calgary,0.0,0
C107939,29,Montreal,6.7,2
C107940,39,Montreal,12.8,1
C107941,42,Halifax,8.3,0
C107942,52,Halifax,1.3,0
