policy_id,customer_id,coverage_type,vehicle_age,annual_premium,accident_year
P506776,C106776,Comprehensive,7,1132.55,2024
P506777,C106777,Collision,7,1668.76,2024
P506778,C106778,Collision,2,874.64,2021
P506779,C106779,Collision,4,1099.69,2023
P506780,C106780,Liability,3,1416.02,2024
P506781,C106781,Collision,2,877.15,2024
P506782,C106782,Comprehensive,1,2303.26,2024
P506783,C106783,Collision,18,2241.89,2023
P506784,C106784,Liability,24,1257.75,2022
P506785,C106785,Collision,18,2317.81,2021
P506786,C106786,Comprehensive,9,3378.01,2021
P506787,C106787,Liability,6,925.75,2021
P506788,C106788,Collision,4,1730.41,2021
P506789,C106789,Liability,4,1086.55,2023
P506790,C106790,Comprehensive,2,2239.62,2021
P506791,C106791,Liability,5,878.97,2021
P506792,C106792,Collision,1,1092.16,2022
P506793,C106793,Collision,6,1848.69,2023
P506794,C106794,Collision,2,1209.7,2024
P506795,C106795,Comprehensive,10,1411.21,2022
P506796,C106796,Comprehensive,4,1523.83,2022
P506797,C106797,Collision,12,1457.13,2023
P506798,C106798,Collision,12,1900.27,2023
P506799,C106799,Collision,8,974.25,2022
P506800,C106800,Liability,13,2110.56,2023
P506801,C106801,Collision,6,1356.55,2022
P506802,C106802,Liability,11,1122.13,2021
P506803,C106803,Liability,7,1082.85,2024
P506804,C106804,Collision,12,2520.3,2021
P506805,C106805,Collision,6,1218.59,2024
P506806,C106806,Liability,11,768.68,2023
P506807,C106807,Comprehensive,10,2209.51,2024
P506808,C106808,Liability,6,924.54,2021
P506809,C106809,Liability,3,1103.28,2021
P506810,C106810,Collision,11,1069.74,2022
P506811,C106811,Comprehensive,6,2068.95,2024
P506812,C106812,Comprehensive,11,2618.9,2021
P506813,C106813,Collision,4,2157.39,2023
P506814,C106814,Comprehensive,1,1979.08,2024
P506815,C106815,Collision,1,1187.93,2021
P506816,C106816,Collision,3,980.45,2021
P506817,C106817,Collision,11,1635.01,2022
P506818,C106818,Liability,4,708.56,2021
P506819,C106819,Comprehensive,8,1774.61,2021
P506820,C106820,Collision,7,1292.6,2021
P506821,C106821,Collision,1,1695.76,2023
P506822,C106822,Collision,8,1648.59,2022
P506823,C106823,Collision,8,1045.12,2024
P506824,C106824,Comprehensive,3,1667.22,2022
P506825,C106825,Liability,7,1048.73,2023
P506826,C106826,Liability,13,1300.87,2022
P506827,C106827,Collision,6,1388.3,2021
P506828,C106828,Liability,10,1287.98,2022
P506829,C106829,Liability,5,1090.12,2022
P506830,C106830,Liability,18,1324.85,2024
P506831,C106831,Comprehensive,3,1884.22,2024
P506832,C106832,Comprehensive,6,2084.01,2021
P506833,C106833,Collision,2,1704.65,2022
P506834,C106834,Comprehensive,7,2456.54,2023
P506835,C106835,Comprehensive,1,1517.74,2023
P506836,C106836,Comprehensive,5,1798.14,2022
P506837,C106837,Collision,14,1561.01,2023
P506838,C106838,Liability,10,655.3,2023
P506839,C106839,Collision,2,1112.3,2023
P506840,C106840,Comprehensive,12,1717.05,2022
P506841,C106841,Comprehensive,5,1712.55,2021
P506842,C106842,Liability,5,1133.18,2021
P506843,C106843,Comprehensive,4,2153.77,2022
P506844,C106844,Liability,4,798.89,2022
P506845,C106845,Collision,2,1574.99,2021
P506846,C106846,Comprehensive,4,2532.95,2023
P506847,C106847,Collision,5,900.51,2021
P506848,C106848,Collision,1,1911.07,2022
P506849,C106849,Liability,3,658.88,2022
P506850,C106850,Comprehensive,9,1375.31,2023
P506851,C106851,Liability,5,1116.73,2024
P506852,C106852,Collision,10,1483.34,2022
P506853,C106853,Liability,1,716.25,2024
P506854,C106854,Liability,1,1038.53,2022
P506855,C106855,Liability,6,984.7,2024
P506856,C106856,Liability,3,1047.16,2021
P506857,C106857,Liability,3,1034.33,2022
P506858,C106858,Liability,4,814.84,2023
P506859,C106859,Comprehensive,3,1010.6,2023
P506860,C106860,Liability,4,1118.35,2022
P506861,C106861,Collision,7,1182.01,2021
P506862,C106862,Collision,23,2920.71,2023
P506863,C106863,Comprehensive,3,1422.08,2021
P506864,C106864,Collision,11,1592.59,2022
P506865,C106865,Liability,1,1025.38,2021
P506866,C106866,Liability,5,724.37,2022
P506867,C106867,Liability,6,684.27,2024
P506868,C106868,Collision,3,1362.61,2023
P506869,C106869,Collision,4,717.27,2023
P506870,C106870,Comprehensive,5,1982.27,2023
P506871,C106871,Comprehensive,2,1683.66,2021
P506872,C106872,Comprehensive,7,2355.65,2021
P506873,C106873,Liability,6,1281.21,2022
P506874,C106874,Comprehensive,5,2021.84,2023
P506875,C106875,Liability,5,1065.56,2023
P506876,C106876,Comprehensive,9,1471.5,2023
P506877,C106877,Collision,8,1339.83,2023
P506878,C106878,Collision,3,1201.55,2022
P506879,C106879,Collision,11,1937.69,2022
P506880,C106880,Collision,6,1995.21,2024
P506881,C106881,Collision,4,1728.56,2024
P506882,C106882,Comprehensive,11,2057.32,2023
P506883,C106883,Collision,1,1636.16,2021
P506884,C106884,Comprehensive,3,1346.66,2024
P506885,C106885,Collision,12,1654.39,2023
P506886,C106886,Liability,7,1190.61,2023
P506887,C106887,Collision,7,1474.52,2023
P506888,C106888,Liability,5,1866.24,2023
P506889,C106889,Collision,3,1207.1,2023
P506890,C106890,Liability,5,1311.24,2022
P506891,C106891,Comprehensive,8,2421.37,2023
P506892,C106892,Collision,5,1848.42,2023
P506893,C106893,Liability,8,2004.41,2022
P506894,C106894,Collision,7,1313.17,2022
P506895,C106895,Comprehensive,3,1346.58,2023
P506896,C106896,Liability,7,1066.58,2022
P506897,C106897,Collision,9,1658.03,2021
P506898,C106898,Comprehensive,2,983.11,2024
P506899,C106899,Liability,4,804.74,2023
P506900,C106900,Comprehensive,5,1820.0,2023
P506901,C106901,Comprehensive,6,2165.77,2023
P506902,C106902,Collision,15,2056.39,2023
P506903,C106903,Collision,3,1502.27,2021
P506904,C106904,Comprehensive,4,2510.03,2022
P506905,C106905,Liability,3,1542.15,2024
P506906,C106906,Collision,1,1123.64,2024
P506907,C106907,Liability,8,1327.09,2021
P506908,C106908,Comprehensive,15,2452.98,2024
P506909,C106909,Collision,8,1020.83,2022
P506910,C106910,Comprehensive,3,3438.87,2024
P506911,C106911,Liability,3,1111.61,2022
P506912,C106912,Collision,4,1598.3,2022
P506913,C106913,Comprehensive,3,1782.09,2022
P506914,C106914,Liability,3,2129.81,2023
P506915,C106915,Comprehensive,10,2110.69,2023
P506916,C106916,Liability,10,712.64,2023
P506917,C106917,Liability,4,1510.63,2024
P506918,C106918,Liability,10,1015.94,2022
P506919,C106919,Comprehensive,10,1595.15,2023
P506920,C106920,Comprehensive,2,1524.72,2022
P506921,C106921,Comprehensive,5,1617.11,2023
P506922,C106922,Collision,1,1434.85,2021
P506923,C106923,Comprehensive,3,2152.25,2024
P506924,C106924,Collision,12,1830.8,2024
P506925,C106925,Comprehensive,14,2265.53,2024
P506926,C106926,Comprehensive,7,1920.19,2024
P506927,C106927,Collision,10,1470.02,2023
P506928,C106928,Liability,3,863.84,2021
P506929,C106929,Comprehensive,3,2012.45,2022
P506930,C106930,Collision,8,904.8,2021
P506931,C106931,Comprehensive,4,1734.76,2024
P506932,C106932,Collision,1,1108.6,2023
P506933,C106933,Collision,4,1426.86,2021
P506934,C106934,Collision,11,1526.18,2023
P506935,C106935,Collision,5,1033.54,2023
P506936,C106936,Collision,10,1059.29,2024
P506937,C106937,Comprehensive,1,1282.34,2023
P506938,C106938,Collision,5,898.56,2024
P506939,C106939,Collision,4,1417.22,2024
P506940,C106940,Collision,2,779.73,2023
P506941,C106941,Collision,5,1082.35,2021
P506942,C106942,Liability,4,985.92,2022
P506943,C106943,Comprehensive,13,1471.42,2024
P506944,C106944,Comprehensive,11,1808.68,2024
P506945,C106945,Liability,4,1059.46,2021
P506946,C106946,Collision,5,1410.18,2021
P506947,C106947,Liability,3,1094.77,2024
P506948,C106948,Comprehensive,2,1781.35,2022
P506949,C106949,Liability,6,1295.78,2023
P506950,C106950,Comprehensive,1,2154.55,2024
P506951,C106951,Comprehensive,4,2479.62,2024
P506952,C106952,Comprehensive,2,1733.61,2021
P506953,C106953,Comprehensive,7,1982.64,2024
P506954,C106954,Collision,9,1558.3,2021
P506955,C106955,Collision,5,1156.01,2024
P506956,C106956,Collision,4,2002.29,2021
P506957,C106957,Liability,10,1222.71,2022
P506958,C106958,Comprehensive,3,1529.01,2021
P506959,C106959,Collision,9,1764.66,2023
P506960,C106960,Collision,7,1592.73,2023
P506961,C106961,Liability,5,978.27,2023
P506962,C106962,Collision,13,1267.53,2022
P506963,C106963,Liability,9,924.23,2024
P506964,C106964,Liability,2,741.9,2021
P506965,C106965,Collision,4,1775.44,2022
P506966,C106966,Liability,2,1045.48,2021
P506967,C106967,Collision,4,1693.81,2022
P506968,C106968,Collision,10,1326.1,2024
P506969,C106969,Collision,8,1526.99,2022
P506970,C106970,Comprehensive,2,2005.58,2022
P506971,C106971,Collision,3,1809.98,2022
P506972,C106972,Collision,4,1263.22,2024
P506973,C106973,Comprehensive,6,2627.21,2023
P506974,C106974,Collision,7,992.99,2022
P506975,C106975,Comprehensive,1,1231.68,2022
P506976,C106976,Comprehensive,11,2911.41,2023
P506977,C106977,Liability,4,875.44,2024
P506978,C106978,Collision,10,1593.9,2022
P506979,C106979,Liability,2,1174.65,2022
P506980,C106980,Collision,1,1900.78,2022
P506981,C106981,Liability,7,1693.17,2021
P506982,C106982,Comprehensive,4,1945.35,2023
P506983,C106983,Liability,4,2281.43,2021
P506984,C106984,Liability,4,905.35,2022
P506985,C106985,Liability,6,1062.65,2021
P506986,C106986,Comprehensive,6,2700.57,2021
P506987,C106987,Liability,8,1356.11,2022
P506988,C106988,Collision,12,1059.3,2024
P506989,C106989,Liability,17,1546.33,2023
P506990,C106990,Liability,10,1012.0,2024
P506991,C106991,Comprehensive,9,2128.46,2022
P506992,C106992,Collision,5,888.42,2021
P506993,C106993,Collision,0,1185.87,2021
P506994,C106994,Comprehensive,3,2018.62,2022
P506995,C106995,Comprehensive,7,1183.93,2023
P506996,C106996,Comprehensive,1,1187.94,2022
P506997,C106997,Liability,7,1409.11,2024
P506998,C106998,Liability,1,660.03,2023
P506999,C106999,Comprehensive,3,1240.73,2022
P507000,C107000,Collision,4,1329.97,2023
P507001,C107001,Collision,3,1863.43,2023
P507002,C107002,Collision,3,1791.83,2021
P507003,C107003,Comprehensive,7,1399.41,2024
P507004,C107004,Collision,8,2004.9,2023
P507005,C107005,Liability,8,1178.54,2023
P507006,C107006,Liability,8,1287.91,2021
P507007,C107007,Collision,10,1757.38,2023
P507008,C107008,Comprehensive,10,1907.64,2022
P507009,C107009,Collision,11,1354.0,2024
P507010,C107010,Comprehensive,7,2434.81,2023
P507011,C107011,Collision,10,2544.69,2024
P507012,C107012,Comprehensive,14,2214.69,2023
P507013,C107013,Comprehensive,2,2321.15,2024
P507014,C107014,Collision,8,1740.62,2023
P507015,C107015,Collision,2,1640.76,2023
P507016,C107016,Comprehensive,6,2082.99,2023
P507017,C107017,Liability,3,939.46,2024
P507018,C107018,Liability,10,1044.04,2021
P507019,C107019,Comprehensive,8,1816.98,2022
P507020,C107020,Comprehensive,8,1590.23,2023
P507021,C107021,Collision,4,851.46,2021
P507022,C107022,Collision,13,1417.59,2024
P507023,C107023,Comprehensive,5,1968.24,2024
P507024,C107024,Liability,3,1129.18,2021
P507025,C107025,Comprehensive,4,2202.33,2024
P507026,C107026,Liability,3,601.45,2023
P507027,C107027,Liability,4,976.36,2023
P507028,C107028,Liability,5,1010.43,2022
P507029,C107029,Liability,12,668.24,2023
P507030,C107030,Liability,2,817.4,2022
P507031,C107031,Collision,3,1768.8,2021
P507032,C107032,Liability,8,819.12,2024
P507033,C107033,Comprehensive,6,2890.36,2024
P507034,C107034,Collision,8,1742.91,2021
P507035,C107035,Collision,15,2048.77,2023
P507036,C107036,Collision,5,1086.45,2022
P507037,C107037,Liability,3,760.93,2022
P507038,C107038,Collision,5,1451.51,2022
P507039,C107039,Liability,4,976.48,2021
P507040,C107040,Comprehensive,4,2859.04,2024
P507041,C107041,Collision,3,1158.65,2023
P507042,C107042,Liability,11,1764.0,2023
P507043,C107043,Comprehensive,1,1864.16,2023
P507044,C107044,Liability,9,1299.23,2021
P507045,C107045,Comprehensive,8,1331.61,2022
P507046,C107046,Collision,1,1262.97,2024
P507047,C107047,Collision,7,2620.44,2023
P507048,C107048,Collision,2,1645.93,2022
P507049,C107049,Collision,5,1904.06,2021
P507050,C107050,Comprehensive,5,1391.04,2022
P507051,C107051,Collision,3,1651.82,2024
P507052,C107052,Collision,5,1312.77,2023
P507053,C107053,Liability,12,1211.28,2022
P507054,C107054,Comprehensive,2,1721.91,2024
P507055,C107055,Collision,4,947.18,2021
P507056,C107056,Collision,2,1268.6,2024
P507057,C107057,Liability,17,1288.12,2023
P507058,C107058,Liability,3,1088.29,2024
P507059,C107059,Collision,3,1724.3,2024
P507060,C107060,Comprehensive,19,2878.14,2022
P507061,C107061,Collision,7,1634.43,2021
P507062,C107062,Liability,10,937.99,2024
P507063,C107063,Collision,1,1306.82,2024
P507064,C107064,Collision,9,1539.24,2021
P507065,C107065,Liability,3,935.75,2023
P507066,C107066,Comprehensive,8,1933.47,2022
P507067,C107067,Liability,9,1309.12,2023
P507068,C107068,Collision,1,1477.33,2024
P507069,C107069,Comprehensive,2,2076.46,2023
P507070,C107070,Liability,2,1140.34,2024
P507071,C107071,Collision,9,1930.81,2021
P507072,C107072,Liability,2,1059.43,2022
P507073,C107073,Comprehensive,1,2002.15,2022
P507074,C107074,Liability,2,814.97,2022
P507075,C107075,Liability,1,994.34,2022
P507076,C107076,Liability,5,730.67,2021
P507077,C107077,Collision,3,1977.35,2023
P507078,C107078,Liability,2,1097.16,2022
P507079,C107079,Collision,11,1430.54,2023
P507080,C107080,Comprehensive,5,1971.8,2022
P507081,C107081,Liability,6,1040.27,2021
P507082,C107082,Liability,5,1160.69,2023
P507083,C107083,Liability,7,1071.5,2023
P507084,C107084,Collision,11,2000.58,2024
P507085,C107085,Collision,5,1167.1,2022
P507086,C107086,Comprehensive,8,2217.84,2024
P507087,C107087,Comprehensive,5,2257.57,2024
P507088,C107088,Collision,3,1664.08,2023
P507089,C107089,Liability,7,881.24,2021
P507090,C107090,Comprehensive,13,2113.89,2022
P507091,C107091,Liability,9,1192.4,2022
P507092,C107092,Comprehensive,2,1999.94,2022
P507093,C107093,Comprehensive,7,1793.7,2022
P507094,C107094,Liability,2,1246.24,2023
P507095,C107095,Collision,6,1865.38,2022
P507096,C107096,Liability,1,904.21,2021
P507097,C107097,Comprehensive,6,1945.02,2024
P507098,C107098,Collision,3,1275.13,2022
P507099,C107099,Collision,5,1015.23,2022
P507100,C107100,Collision,4,1809.51,2021
P507101,C107101,Comprehensive,4,1976.03,2024
P507102,C107102,Collision,13,998.37,2021
P507103,C107103,Comprehensive,6,1620.35,2023
P507104,C107104,Comprehensive,5,1991.84,2024
P507105,C107105,Liability,11,1008.44,2021
P507106,C107106,Liability,10,1025.94,2022
P507107,C107107,Collision,3,969.5,2024
P507108,C107108,Liability,13,893.29,2022
P507109,C107109,Collision,1,1158.0,2023
P507110,C107110,Comprehensive,3,1546.54,2024
P507111,C107111,Collision,6,1464.86,2024
P507112,C107112,Liability,7,1121.89,2022
P507113,C107113,Comprehensive,12,2284.96,2024
P507114,C107114,Collision,5,856.97,2022
P507115,C107115,Liability,13,1316.94,2024
P507116,C107116,Collision,20,1914.09,2024
P507117,C107117,Liability,3,917.51,2023
P507118,C107118,Liability,5,1292.43,2023
P507119,C107119,Liability,3,778.6,2023
P507120,C107120,Collision,3,1370.86,2021
P507121,C107121,Collision,6,1579.27,2022
P507122,C107122,Comprehensive,4,1618.16,2021
P507123,C107123,Collision,3,1495.45,2021
P507124,C107124,Comprehensive,4,2360.78,2023
P507125,C107125,Comprehensive,3,1652.36,2022
P507126,C107126,Liability,6,624.01,2022
P507127,C107127,Liability,2,881.33,2023
P507128,C107128,Comprehensive,9,1254.3,2023
P507129,C107129,Liability,9,689.4,2023
P507130,C107130,Collision,0,1677.62,2023
P507131,C107131,Liability,9,696.09,2023
P507132,C107132,Collision,4,1195.76,2023
P507133,C107133,Collision,4,1287.82,2022
P507134,C107134,Comprehensive,6,1950.05,2023
P507135,C107135,Collision,4,1235.96,2022
P507136,C107136,Collision,6,1153.6,2024
P507137,C107137,Collision,6,925.21,2024
P507138,C107138,Collision,5,2668.65,2024
P507139,C107139,Liability,8,1255.31,2024
P507140,C107140,Comprehensive,6,1537.54,2023
P507141,C107141,Collision,2,1277.41,2023
P507142,C107142,Collision,8,1560.77,2022
P507143,C107143,Liability,1,753.57,2024
P507144,C107144,Liability,14,831.23,2022
P507145,C107145,Collision,3,1458.45,2023
P507146,C107146,Comprehensive,3,1295.09,2023
P507147,C107147,Collision,13,1340.45,2022
P507148,C107148,Comprehensive,5,2749.7,2022
P507149,C107149,Comprehensive,4,2028.93,2021
P507150,C107150,Collision,4,1482.21,2024
P507151,C107151,Collision,5,1649.33,2024
P507152,C107152,Collision,12,1975.47,2021
P507153,C107153,Collision,4,1572.93,2024
P507154,C107154,Liability,13,1427.88,2021
P507155,C107155,Comprehensive,6,2273.36,2021
P507156,C107156,Collision,11,1182.33,2024
P507157,C107157,Comprehensive,4,2372.16,2024
P507158,C107158,Collision,10,1457.96,2021
P507159,C107159,Liability,2,1396.82,2021
P507160,C107160,Liability,6,1004.05,2022
P507161,C107161,Liability,2,1088.17,2021
P507162,C107162,Comprehensive,3,1289.41,2022
P507163,C107163,Liability,2,785.19,2023
P507164,C107164,Comprehensive,11,1622.28,2021
P507165,C107165,Collision,6,1541.79,2022
P507166,C107166,Collision,9,1243.54,2022
P507167,C107167,Collision,9,1974.11,2024
P507168,C107168,Comprehensive,2,1543.47,2024
P507169,C107169,Liability,7,997.35,2022
P507170,C107170,Collision,16,1693.67,2021
P507171,C107171,Collision,5,1794.94,2024
P507172,C107172,Comprehensive,6,2479.99,2022
P507173,C107173,Comprehensive,11,2274.74,2023
P507174,C107174,Comprehensive,4,2237.08,2023
P507175,C107175,Collision,9,1097.18,2024
P507176,C107176,Comprehensive,8,2740.57,2023
P507177,C107177,Collision,6,1671.6,2022
P507178,C107178,Collision,6,1565.43,2021
P507179,C107179,Comprehensive,2,1842.67,2021
P507180,C107180,Liability,18,1012.43,2023
P507181,C107181,Comprehensive,5,2022.87,2023
P507182,C107182,Collision,7,2146.0,2022
P507183,C107183,Comprehensive,2,1540.43,2023
P507184,C107184,Collision,8,1019.39,2024
P507185,C107185,Liability,5,1339.57,2021
P507186,C107186,Comprehensive,6,2137.81,2021
P507187,C107187,Liability,4,1107.53,2021
P507188,C107188,Liability,8,686.93,2022
P507189,C107189,Liability,9,1378.15,2021
P507190,C107190,Comprehensive,4,1459.04,2022
P507191,C107191,Comprehensive,3,1436.08,2021
P507192,C107192,Collision,3,1027.6,2022
P507193,C107193,Liability,11,651.31,2022
P507194,C107194,Collision,3,1239.68,2024
P507195,C107195,Liability,10,970.39,2023
P507196,C107196,Liability,6,789.67,2024
P507197,C107197,Comprehensive,4,1223.2,2023
P507198,C107198,Liability,1,1136.47,2022
P507199,C107199,Liability,16,1462.45,2024
P507200,C107200,Liability,5,669.99,2024
P507201,C107201,Comprehensive,4,1778.06,2021
P507202,C107202,Collision,6,1425.64,2022
P507203,C107203,Collision,6,1753.28,2024
P507204,C107204,Liability,3,1099.88,2024
P507205,C107205,Collision,4,828.04,2022
P507206,C107206,Comprehensive,2,1985.93,2023
P507207,C107207,Liability,3,918.76,2024
P507208,C107208,Liability,5,977.22,2022
P507209,C107209,Collision,2,2142.41,2021
P507210,C107210,Comprehensive,5,1904.1,2023
P507211,C107211,Collision,4,1274.99,2021
P507212,C107212,Comprehensive,4,2937.21,2022
P507213,C107213,Collision,9,1759.14,2023
P507214,C107214,Collision,2,1675.35,2024
P507215,C107215,Collision,6,1085.19,2022
P507216,C107216,Liability,3,726.15,2021
P507217,C107217,Collision,6,1444.51,2022
P507218,C107218,Liability,6,880.26,2021
P507219,C107219,Liability,19,1216.89,2022
P507220,C107220,Comprehensive,23,2463.91,2022
P507221,C107221,Comprehensive,3,2144.83,2024
P507222,C107222,Comprehensive,5,1138.73,2023
P507223,C107223,Liability,3,1067.84,2022
P507224,C107224,Liability,6,1107.33,2024
P507225,C107225,Liability,3,598.83,2022
P507226,C107226,Comprehensive,3,1415.95,2023
P507227,C107227,Liability,4,692.85,2023
P507228,C107228,Liability,4,751.93,2024
P507229,C107229,Collision,1,1103.07,2024
P507230,C107230,Collision,4,2280.02,2022
P507231,C107231,Collision,16,1805.54,2023
P507232,C107232,Collision,3,2032.17,2022
P507233,C107233,Collision,9,1934.7,2022
P507234,C107234,Comprehensive,7,1348.09,2023
P507235,C107235,Liability,4,1215.56,2021
P507236,C107236,Liability,3,2060.74,2021
P507237,C107237,Collision,2,1316.4,2021
P507238,C107238,Collision,3,1416.22,2021
P507239,C107239,Collision,2,948.03,2022
P507240,C107240,Collision,1,1611.32,2023
P507241,C107241,Collision,3,1689.95,2024
P507242,C107242,Collision,10,1234.93,2024
P507243,C107243,Comprehensive,8,1595.68,2022
P507244,C107244,Liability,4,1217.27,2021
P507245,C107245,Comprehensive,11,2139.37,2021
P507246,C107246,Collision,3,1485.12,2024
P507247,C107247,Liability,2,1086.43,2024
P507248,C107248,Liability,15,1190.95,2024
P507249,C107249,Collision,6,1379.6,2024
P507250,C107250,Collision,7,1094.42,2024
P507251,C107251,Collision,3,1099.6,2022
P507252,C107252,Collision,3,913.17,2023
P507253,C107253,Liability,4,922.62,2024
P507254,C107254,Collision,8,1555.96,2024
P507255,C107255,Comprehensive,2,2235.42,2022
P507256,C107256,Collision,3,1519.35,2023
P507257,C107257,Collision,8,1535.32,2021
P507258,C107258,Liability,22,836.19,2021
P507259,C107259,Collision,4,1728.51,2022
P507260,C107260,Comprehensive,2,1504.85,2024
P507261,C107261,Comprehensive,2,2015.6,2023
P507262,C107262,Collision,5,1567.58,2024
P507263,C107263,Collision,12,1592.21,2022
P507264,C107264,Liability,9,684.08,2021
P507265,C107265,Liability,7,1043.78,2022
P507266,C107266,Collision,2,1302.8,2022
P507267,C107267,Comprehensive,6,1702.7,2023
P507268,C107268,Liability,1,1513.67,2024
P507269,C107269,Comprehensive,13,2296.62,2022
P507270,C107270,Comprehensive,3,2863.81,2024
P507271,C107271,Liability,4,1759.15,2024
P507272,C107272,Liability,11,1637.72,2022
P507273,C107273,Collision,4,1911.3,2024
P507274,C107274,Comprehensive,13,1841.32,2024
P507275,C107275,Collision,0,1138.28,2024
P507276,C107276,Collision,3,936.1,2022
P507277,C107277,Comprehensive,8,2063.52,2023
P507278,C107278,Liability,9,1059.14,2024
P507279,C107279,Comprehensive,3,1873.9,2024
P507280,C107280,Comprehensive,2,1692.68,2023
P507281,C107281,Collision,7,1443.81,2024
P507282,C107282,Comprehensive,5,1980.72,2024
P507283,C107283,Comprehensive,0,1364.98,2021
P507284,C107284,Collision,2,1304.34,2024
P507285,C107285,Comprehensive,8,2346.69,2023
P507286,C107286,Collision,6,895.89,2024
P507287,C107287,Comprehensive,3,1918.89,2023
P507288,C107288,Comprehensive,2,1348.29,2024
P507289,C107289,Comprehensive,7,2219.44,2024
P507290,C107290,Comprehensive,10,2017.74,2024
P507291,C107291,Comprehensive,7,1867.21,2024
P507292,C107292,Liability,2,996.3,2021
P507293,C107293,Liability,3,860.92,2021
P507294,C107294,Collision,16,2123.8,2024
P507295,C107295,Liability,5,692.09,2023
P507296,C107296,Comprehensive,18,2763.61,2023
P507297,C107297,Liability,3,498.72,2022
P507298,C107298,Collision,4,1699.36,2021
P507299,C107299,Collision,2,1294.4,2023
P507300,C107300,Comprehensive,2,1232.47,2023
P507301,C107301,Liability,2,842.99,2023
P507302,C107302,Comprehensive,2,2280.76,2021
P507303,C107303,Liability,7,1193.96,2022
P507304,C107304,Liability,16,1341.05,2022
P507305,C107305,Liability,5,1092.53,2023
P507306,C107306,Comprehensive,1,1860.95,2021
P507307,C107307,Liability,4,718.23,2023
P507308,C107308,Liability,4,586.94,2021
P507309,C107309,Liability,8,747.68,2024
P507310,C107310,Collision,2,1580.85,2023
P507311,C107311,Collision,4,1515.05,2024
P507312,C107312,Liability,11,702.24,2023
P507313,C107313,Collision,16,1668.21,2022
P507314,C107314,Collision,6,1434.67,2022
P507315,C107315,Collision,7,893.73,2022
P507316,C107316,Collision,7,1997.34,2024
P507317,C107317,Comprehensive,3,2090.92,2024
P507318,C107318,Comprehensive,8,2226.39,2024
P507319,C107319,Comprehensive,3,1194.99,2024
P507320,C107320,Liability,5,718.03,2021
P507321,C107321,Collision,1,1575.29,2023
P507322,C107322,Collision,2,1351.86,2022
P507323,C107323,Collision,4,996.63,2022
P507324,C107324,Liability,4,708.56,2023
P507325,C107325,Collision,3,1642.43,2022
P507326,C107326,Collision,4,845.63,2021
P507327,C107327,Collision,1,1424.42,2021
P507328,C107328,Liability,1,1201.65,2022
P507329,C107329,Liability,9,965.59,2023
P507330,C107330,Collision,9,1098.4,2024
P507331,C107331,Collision,3,1389.18,2021
P507332,C107332,Collision,5,809.73,2021
P507333,C107333,Comprehensive,3,1452.04,2024
P507334,C107334,Collision,4,1577.95,2024
P507335,C107335,Liability,5,615.51,2021
P507336,C107336,Liability,4,860.83,2024
P507337,C107337,Collision,9,1762.03,2023
P507338,C107338,Collision,7,1639.38,2022
P507339,C107339,Collision,4,1611.17,2023
P507340,C107340,Liability,6,964.14,2022
P507341,C107341,Comprehensive,8,2242.09,2022
P507342,C107342,Collision,3,1018.54,2023
P507343,C107343,Liability,10,1164.44,2022
P507344,C107344,Comprehensive,3,2861.12,2022
P507345,C107345,Liability,15,1170.74,2024
P507346,C107346,Liability,6,914.71,2022
P507347,C107347,Comprehensive,1,2271.94,2022
P507348,C107348,Comprehensive,2,1699.4,2023
P507349,C107349,Collision,2,3105.99,2021
P507350,C107350,Collision,7,1690.72,2023
P507351,C107351,Collision,3,2109.05,2024
P507352,C107352,Collision,6,1029.42,2023
P507353,C107353,Comprehensive,6,1955.38,2021
P507354,C107354,Comprehensive,4,2012.4,2024
P507355,C107355,Liability,12,1119.0,2024
P507356,C107356,Liability,6,757.97,2024
P507357,C107357,Comprehensive,1,1041.09,2024
P507358,C107358,Collision,6,1035.51,2024
P507359,C107359,Comprehensive,4,1025.06,2024
P507360,C107360,Liability,1,913.51,2022
P507361,C107361,Comprehensive,10,1785.97,2024
P507362,C107362,Liability,7,1514.07,2022
P507363,C107363,Liability,4,785.82,2024
P507364,C107364,Comprehensive,3,1717.72,2024
P507365,C107365,Collision,10,1424.36,2024
P507366,C107366,Liability,6,1584.34,2022
P507367,C107367,Collision,0,2062.19,2022
P507368,C107368,Collision,14,2154.16,2021
P507369,C107369,Comprehensive,5,2016.51,2022
P507370,C107370,Comprehensive,11,2012.41,2024
P507371,C107371,Collision,5,1387.4,2022
P507372,C107372,Collision,3,1554.82,2024
P507373,C107373,Liability,5,1051.75,2023
P507374,C107374,Comprehensive,16,1963.59,2021
P507375,C107375,Liability,4,1343.63,2022
P507376,C107376,Liability,2,890.29,2022
P507377,C107377,Collision,5,1276.35,2022
P507378,C107378,Comprehensive,12,1465.69,2023
P507379,C107379,Collision,3,1993.45,2022
P507380,C107380,Collision,25,1899.98,2022
P507381,C107381,Comprehensive,1,1342.01,2024
P507382,C107382,Liability,6,799.88,2022
P507383,C107383,Liability,5,1158.36,2023
P507384,C107384,Liability,3,1260.53,2023
P507385,C107385,Collision,14,1767.25,2021
P507386,C107386,Comprehensive,6,2095.6,2023
P507387,C107387,Collision,13,1918.36,2022
P507388,C107388,Collision,2,1318.3,2021
P507389,C107389,Collision,5,1397.21,2024
P507390,C107390,Collision,2,1319.07,2023
